"","sprice","livarea","beds","baths","lgelot","age","pool"
"760",250000,30,4,4.5,0,32,0
"761",178500,18,3,2.5,0,33,0
"762",205000,18,3,2,0,40,1
"763",110000,17,2,2,1,44,0
"764",381000,30,4,3.5,1,18,1
"765",195000,23,3,2.5,1,35,0
"766",260000,23,3,2,0,36,1
"767",260000,26,3,3,1,41,1
"768",37000,10,1,2,0,48,0
"769",145000,15,2,1.5,0,45,0
"770",132000,17,2,2,0,37,0
"771",188000,18,3,2,0,39,0
"772",167000,20,3,2.5,0,35,1
"773",129000,14,3,2,0,40,0
"774",258000,28,3,2.5,1,13,0
"775",275000,26,3,2.5,1,18,1
"776",550000,36,4,2.5,1,8,0
"777",98000,10,3,1,0,36,0
"778",107400,13,3,1,0,36,0
"779",129000,12,3,2,0,33,0
"780",121000,15,3,2,0,33,0
"781",92000,13,3,2,0,34,0
"782",110000,14,3,2.5,0,34,0
"783",112000,11,3,2,0,33,0
"784",110000,36,4,2,1,7,0
"785",235000,17,3,2,1,31,1
"786",530000,35,3,3,1,9,0
"787",255000,26,3,3,1,24,0
"788",240000,22,3,3.5,1,19,1
"789",209950,20,3,2,1,19,0
"790",320000,30,3,3.5,1,17,0
"791",212000,33,3,3,1,17,0
"792",360000,46,5,3,1,15,1
"793",241000,31,4,3,1,18,0
"794",247000,24,3,2.5,1,18,0
"795",645000,40,4,4,1,4,1
"796",270000,28,3,3,1,16,1
"797",310000,44,4,4.5,1,9,0
"798",391000,37,5,3,1,8,0
"799",334000,32,4,2.5,1,15,1
"800",335000,30,3,2.5,1,12,0
"801",425000,42,4,2.5,1,8,0
"802",450000,34,4,3,1,5,0
"803",525000,37,5,4.5,1,4,1
"804",525000,40,5,3.5,1,4,0
"805",500000,42,4,3.5,1,2,0
"806",160000,18,3,2,0,31,0
"807",85000,8,2,1,1,51,0
"808",124000,23,4,4,0,35,0
"809",126500,13,3,1.5,1,38,0
"810",141500,15,2,2,1,49,0
"811",179000,23,3,3,1,16,0
"812",279000,29,4,2.5,1,18,1
"813",325000,29,4,3,1,18,0
"814",79950,11,3,2,0,14,0
"815",82500,14,3,2,0,17,0
"816",83000,14,3,2,0,18,0
"817",74900,14,3,2,0,18,0
"818",80000,14,3,2,0,18,0
"819",91500,16,4,2.5,0,16,0
"820",80000,11,3,2,0,15,0
"821",85000,14,3,2,0,17,0
"822",88888,14,3,2,0,17,0
"823",83000,14,3,2,0,17,0
"824",70000,13,3,2,0,16,0
"825",68000,15,4,2,0,17,0
"826",84000,15,4,2,0,17,0
"827",73900,13,3,2,0,20,0
"828",84950,14,3,2,0,19,0
"829",86000,13,3,2,0,20,0
"830",82000,11,3,2,0,20,0
"831",71500,11,3,2,0,19,0
"832",74000,11,3,2,0,20,0
"833",80000,14,3,2,0,18,0
"834",79950,11,3,2,0,18,0
"835",88000,15,3,2,0,18,0
"836",84500,12,3,2,0,18,0
"837",87000,11,3,2,0,17,0
"838",88000,14,3,2,0,16,0
"839",95500,11,3,2,0,18,0
"840",81500,14,3,2,0,17,0
"841",85000,14,3,2,0,18,0
"842",95000,14,3,2,0,19,0
"843",101500,12,3,2,0,4,0
"844",87000,15,3,2,0,17,0
"845",90000,15,4,2,0,17,0
"846",73500,13,3,2,0,18,0
"847",74000,13,3,2,0,17,0
"848",50000,14,4,2,0,20,0
"849",86225,13,3,2,0,18,0
"850",48000,13,4,2,0,19,0
"851",69500,13,4,2,0,20,0
"852",71000,13,3,2,0,19,0
"853",75000,13,2,2,0,18,0
"854",67500,14,2,2,0,16,0
"855",75000,11,2,2,0,16,0
"856",63650,10,2,2,0,17,0
"857",73000,14,2,2,0,17,0
"858",72000,13,2,2,0,18,0
"859",85000,15,2,2,0,18,0
"860",81000,14,2,2,0,18,0
"861",66000,9,2,2,0,18,0
"862",89000,16,2,2,0,18,0
"863",66500,9,2,2,0,19,0
"864",64000,9,2,2,0,18,0
"865",83000,14,2,2,0,18,0
"866",85000,14,2,2,0,19,0
"867",78000,14,2,2,0,19,0
"868",75500,13,2,2,0,18,0
"869",64900,9,2,2,0,18,0
"870",73000,11,2,2,0,17,0
"871",75000,14,2,2,0,17,0
"872",69000,11,2,1.5,0,20,0
"873",95800,19,4,2.5,0,23,0
"874",81500,12,3,2,0,23,0
"875",77500,13,3,2,0,19,0
"876",84000,13,3,2,0,19,0
"877",79500,15,4,2,0,19,0
"878",69950,13,3,2,0,19,0
"879",75000,19,4,2.5,0,24,0
"880",80000,15,3,2,0,24,0
"881",88000,15,4,2,0,23,0
"882",66400,12,4,2,0,26,0
"883",76500,15,4,2,0,27,0
"884",89100,15,3,2,0,28,0
"885",88000,12,3,2,0,14,0
"886",69950,10,3,2,0,15,0
"887",85000,12,3,2,0,14,0
"888",72000,11,3,1.5,0,14,0
"889",90950,13,3,2,0,14,0
"890",77500,11,3,2,0,15,0
"891",114000,18,3,2,0,14,0
"892",84950,11,3,2,0,13,0
"893",103500,18,3,2,0,13,0
"894",83000,11,3,2,0,12,0
"895",75000,10,2,2,0,14,0
"896",75000,14,2,2,0,13,0
"897",75500,14,2,2,0,13,0
"898",86000,14,2,2,0,12,0
"899",69000,11,2,2,0,14,0
"900",66000,10,2,2,0,14,0
"901",97000,15,3,2,0,9,0
"902",115000,21,4,3,0,7,0
"903",116950,18,3,2,0,8,0
"904",143600,26,5,3,0,9,0
"905",132000,26,5,3,0,8,0
"906",99900,15,3,2,0,8,0
"907",141000,22,4,3,0,9,1
"908",102000,18,4,2.5,0,8,0
"909",122000,26,5,3,0,8,0
"910",134000,21,4,3,0,7,0
"911",128000,18,4,2.5,0,8,0
"912",95000,16,3,2.5,0,7,0
"913",111000,16,3,2.5,0,7,0
"914",115000,16,3,2.5,0,8,0
"915",118900,19,4,2.5,0,6,0
"916",120000,19,3,2.5,0,6,0
"917",142000,25,5,3,0,5,0
"918",108549,16,3,2,0,6,0
"919",112599,15,4,2.5,0,4,0
"920",197000,17,3,2,0,21,0
"921",250000,20,3,2.5,1,20,0
"922",134000,10,3,2,1,52,0
"923",485000,41,4,3,1,23,1
"924",139950,13,2,1,1,39,0
"925",162500,12,3,1,1,68,0
"926",278000,28,4,2,1,18,0
"927",112000,13,2,2,1,50,0
"928",190000,17,3,2,1,52,0
"929",325000,29,4,2.5,1,9,1
"930",320000,23,2,2.5,1,11,0
"931",79450,11,3,2,0,21,0
"932",70000,11,3,2,0,20,0
"933",73000,10,3,2,0,21,0
"934",55000,10,3,2,0,21,0
"935",78000,12,3,2,0,21,0
"936",75500,12,3,2,0,21,0
"937",79500,12,3,2,0,20,0
"938",73000,13,3,2,0,20,0
"939",64600,11,3,2,0,19,0
"940",89000,17,4,2,0,20,0
"941",72000,11,3,2,0,21,0
"942",73500,13,3,2,0,19,0
"943",72000,11,3,2,0,22,0
"944",72500,18,3,1.5,0,24,0
"945",78000,14,3,2,0,22,0
"946",80000,14,3,2,0,22,0
"947",81500,17,3,2,0,23,0
"948",52500,14,3,2,0,24,0
"949",71500,10,3,1.5,0,22,0
"950",70000,12,3,2,0,21,0
"951",62250,11,3,2,0,18,0
"952",69950,10,3,2,0,19,0
"953",50000,13,3,2,0,18,0
"954",65000,10,3,2,0,17,0
"955",77000,11,3,2,0,20,0
"956",72000,11,3,2,0,17,0
"957",74900,11,3,2,0,19,0
"958",79000,11,4,2,0,18,0
"959",56000,13,4,2,0,19,0
"960",67000,11,3,2,0,18,0
"961",77000,13,3,2,0,18,0
"962",69900,11,4,2,0,19,0
"963",63000,11,3,2,0,18,0
"964",76500,11,4,2,0,19,0
"965",89800,12,3,2,0,19,0
"966",70500,11,3,2,0,17,0
"967",85000,15,3,2,0,19,0
"968",74900,11,4,2,0,19,0
"969",70000,15,3,2,0,18,0
"970",76000,11,3,2,0,18,0
"971",69000,11,3,2,0,18,0
"972",65000,11,3,2,0,17,0
"973",46000,11,3,2,0,17,0
"974",72000,9,3,2,0,17,0
"975",55000,8,2,1,0,18,0
"976",71950,10,3,2,0,17,0
"977",51600,11,3,2,0,16,0
"978",67000,11,4,2,0,16,0
"979",77000,11,4,2,0,17,0
"980",69900,11,3,2,0,17,0
"981",55000,10,3,2,0,15,0
"982",77950,11,4,2,0,17,0
"983",73500,11,3,2,0,18,0
"984",68800,11,3,2,0,16,0
"985",51500,10,3,2,0,16,0
"986",77900,13,3,2,0,16,0
"987",76000,11,3,2,0,17,1
"988",62900,12,2,1,0,17,0
"989",75000,13,3,2,0,16,0
"990",82000,13,4,2,0,16,1
"991",101000,18,3,3,0,19,0
"992",59900,11,3,2,0,18,0
"993",65000,11,3,2,0,20,0
"994",78000,13,3,2,0,19,0
"995",63000,12,3,2,0,18,0
"996",62500,13,3,2,0,18,0
"997",87000,12,3,2,0,20,0
"998",82500,11,3,2,0,19,0
"999",61752,12,3,2,0,20,0
"1000",83000,13,4,2,0,20,0
"1001",73500,11,3,2,0,15,0
"1002",75000,11,3,2,0,15,0
"1003",71000,11,3,2,0,15,0
"1004",67000,11,3,2,0,15,0
"1005",81000,15,3,2,0,16,0
"1006",71000,11,3,2,0,16,0
"1007",89950,11,3,2,0,16,0
"1008",74500,9,3,2,0,16,0
"1009",75000,12,3,2,0,21,0
"1010",67950,12,3,2,0,19,0
"1011",72000,11,3,2,0,20,0
"1012",87000,12,3,2,0,21,0
"1013",60000,11,3,2,0,20,0
"1014",50000,13,4,2,0,21,0
"1015",79000,13,4,2,0,21,0
"1016",94500,13,3,2,0,0,0
"1017",72050,10,3,2,0,12,0
"1018",88500,14,3,2,0,11,0
"1019",98000,11,3,2,0,13,0
"1020",91000,10,3,2,0,13,0
"1021",84000,15,3,2,0,14,0
"1022",85500,11,3,2,0,13,0
"1023",97000,10,3,2,0,13,0
"1024",88000,14,3,2,0,10,0
"1025",101500,17,3,2.5,0,9,0
"1026",69000,12,3,2,0,9,0
"1027",94000,12,3,2,0,10,1
"1028",85000,12,3,2,0,9,0
"1029",90000,16,3,2.5,0,8,0
"1030",93500,10,2,2,0,7,0
"1031",112000,16,4,2.5,0,6,0
"1032",96000,12,3,2,0,7,0
"1033",85000,10,3,2,0,6,0
"1034",105000,12,3,2,0,7,0
"1035",110000,16,4,2,0,8,0
"1036",97000,12,3,2,0,8,0
"1037",102000,14,3,2,0,8,0
"1038",91200,10,3,2,0,8,0
"1039",115450,16,3,2.5,0,6,0
"1040",89500,16,3,2.5,0,6,0
"1041",95000,14,3,2,0,7,0
"1042",100000,16,3,2.5,0,7,0
"1043",126300,17,3,2.5,1,7,0
"1044",130000,22,4,3,0,8,0
"1045",148500,22,4,3,0,8,0
"1046",105000,11,3,2,0,0,0
"1047",145000,24,4,2.5,0,5,1
"1048",117000,18,3,2,0,8,0
"1049",124950,18,3,2,0,7,0
"1050",320000,25,4,3,1,26,0
"1051",161000,14,3,2,1,22,0
"1052",228500,20,4,1.5,1,65,0
"1053",179000,26,3,3,0,31,0
"1054",160000,21,3,2,1,49,0
"1055",138800,13,3,2,0,17,0
"1056",285000,23,3,3,1,9,1
"1057",175000,19,4,2,0,15,0
"1058",235000,20,4,3,0,16,0
"1059",202000,27,4,3.5,0,6,0
"1060",180000,19,4,2,0,12,0
"1061",156800,16,3,2,0,16,0
"1062",155000,18,3,2,0,17,0
"1063",176000,18,3,2,0,15,1
"1064",217500,19,4,2,0,9,0
"1065",201000,24,4,3,0,10,1
"1066",210000,19,3,2.5,0,10,0
"1067",200000,20,4,2.5,0,12,0
"1068",190000,26,4,3,0,11,1
"1069",85000,11,2,2,0,15,0
"1070",115000,11,2,1,0,39,0
"1071",169000,9,3,1,1,97,1
"1072",107000,13,3,2,0,6,0
"1073",107990,15,4,2,0,0,0
"1074",172500,18,3,2,1,20,0
"1075",165000,16,4,2,1,10,0
"1076",185000,22,4,2.5,1,13,0
"1077",151500,14,3,2,1,15,0
"1078",197000,21,3,2,1,11,0
"1079",229000,18,3,2,1,12,0
"1080",81000,12,3,2,0,18,0
"1081",90000,14,3,2,0,18,0
"1082",77265,13,3,2,0,17,0
"1083",79000,13,3,2,0,16,0
"1084",75000,14,3,2,0,16,0
"1085",86000,14,3,2,0,16,0
"1086",96000,14,3,2,0,16,0
"1087",83500,12,3,2,0,15,0
"1088",85000,12,3,2,0,16,0
"1089",75000,12,3,2,0,15,0
"1090",88000,13,3,2,0,11,0
"1091",89900,13,3,2,0,9,0
"1092",83500,12,4,2,0,13,0
"1093",53000,11,3,2,0,11,0
"1094",104000,15,4,2,0,9,0
"1095",77500,15,4,2,0,9,0
"1096",89000,12,3,2,0,9,0
"1097",89700,13,3,2,0,7,0
"1098",87000,13,3,2,0,7,0
"1099",85000,13,3,2,0,8,0
"1100",107000,16,3,2.5,0,9,0
"1101",107900,16,3,2.5,0,8,0
"1102",105000,16,3,2.5,0,8,0
"1103",142000,18,4,2.5,0,8,1
"1104",92500,11,3,2,0,8,0
"1105",113500,18,4,2.5,0,7,0
"1106",99001,13,3,2,0,6,0
"1107",115700,16,4,2,0,9,0
"1108",106950,12,3,2,0,0,0
"1109",106000,15,4,2,0,7,0
"1110",83000,15,3,2,0,7,0
"1111",128000,20,4,2.5,0,8,0
"1112",124000,15,3,2,0,8,1
"1113",92000,15,3,2,0,7,0
"1114",102500,15,3,2,0,8,0
"1115",105000,15,4,2,0,8,0
"1116",114950,17,4,2,0,8,1
"1117",129000,24,4,3,0,9,0
"1118",110000,18,4,2.5,0,8,0
"1119",86000,13,3,2,0,9,0
"1120",109900,17,3,2.5,0,7,1
"1121",138000,18,4,2.5,0,9,0
"1122",106000,16,3,2.5,0,8,0
"1123",96000,13,3,2,0,7,0
"1124",97250,13,3,2,0,9,0
"1125",100000,14,3,2,0,8,0
"1126",80000,12,3,2,0,9,0
"1127",106000,21,4,2.5,0,6,0
"1128",125000,18,4,2.5,0,8,0
"1129",112000,18,3,2.5,0,7,0
"1130",114500,17,3,2.5,0,6,0
"1131",159000,22,4,3,0,7,0
"1132",109000,16,3,2,0,8,0
"1133",118500,14,4,2,0,7,0
"1134",136000,18,4,2.5,0,8,0
"1135",117950,18,4,2.5,0,7,0
"1136",113000,14,4,2,0,7,0
"1137",87000,17,4,2.5,0,7,0
"1138",127500,19,4,3,0,8,0
"1139",110000,16,3,2,0,7,0
"1140",89950,10,2,1,0,23,0
"1141",142000,21,4,3,0,3,0
"1142",100000,14,3,2.5,0,13,0
"1143",84000,11,3,2,0,12,0
"1144",89000,14,3,2.5,0,10,0
"1145",103000,14,3,2.5,0,10,0
"1146",101200,21,4,2.5,0,11,0
"1147",105113,13,3,2.5,0,9,0
"1148",89000,13,3,2,0,10,0
"1149",90000,14,3,2.5,0,9,0
"1150",85000,10,3,2,0,8,0
"1151",123500,14,3,2,0,8,0
"1152",139000,24,4,2.5,0,8,0
"1153",99750,15,3,2,0,8,0
"1154",132000,20,4,2.5,0,9,0
"1155",122000,18,4,2,0,9,0
"1156",157950,20,4,2.5,0,7,0
"1157",110500,15,3,2,0,7,0
"1158",116500,15,3,2,0,9,0
"1159",121950,15,3,2,0,9,0
"1160",117000,15,3,2,0,9,0
"1161",95000,20,4,2.5,0,8,0
"1162",150000,24,4,3,0,8,0
"1163",107000,15,3,2,0,8,0
"1164",109000,18,3,2,0,8,0
"1165",148000,22,4,3,0,8,0
"1166",92000,13,3,2,0,6,0
"1167",88500,11,3,2,0,6,0
"1168",95000,13,3,2,0,7,0
"1169",99000,10,3,2,0,6,0
"1170",117000,16,4,2,0,6,0
"1171",99000,10,3,2,0,4,0
"1172",122960,14,4,2,0,6,1
"1173",90500,11,3,2,0,5,0
"1174",105000,10,3,2,0,3,0
"1175",102000,15,4,2.5,0,7,0
"1176",94000,14,3,2.5,0,6,0
"1177",92000,13,3,2,0,7,0
"1178",98000,13,3,2,0,3,0
"1179",99550,16,3,2,0,4,0
"1180",110000,17,4,2.5,0,4,0
"1181",109500,13,3,2,0,4,0
"1182",109722,18,3,2,0,7,0
"1183",165000,26,5,3,0,8,0
"1184",125000,23,4,2.5,0,7,0
"1185",175000,26,5,3,0,8,0
"1186",145000,19,4,2.5,0,5,0
"1187",136900,19,4,2.5,0,6,1
"1188",98000,13,3,2,0,5,0
"1189",110000,16,4,2.5,0,5,0
"1190",117751,16,4,2,0,4,0
"1191",113000,13,3,2,0,2,0
"1192",113000,16,4,2.5,0,4,0
"1193",89950,10,3,2,0,3,0
"1194",105000,15,4,2,1,3,0
"1195",128500,17,3,2.5,0,2,0
"1196",106950,11,3,2,0,3,0
"1197",105500,15,4,2,0,0,0
"1198",113500,15,3,2,0,0,0
"1199",145000,17,4,3,0,0,0
"1200",225000,24,4,2,0,32,0
"1201",162000,23,3,3,0,36,0
"1202",134950,15,3,2,0,38,0
"1203",132000,15,3,2,0,40,0
"1204",72500,11,3,1,0,42,0
"1205",92500,13,3,1,0,41,0
"1206",146500,20,3,2,0,39,0
"1207",107900,13,3,2,0,41,0
"1208",212500,25,4,3,0,32,0
"1209",123000,19,3,3,0,38,0
"1210",250000,24,5,2.5,1,38,0
"1211",152000,19,4,3,0,38,0
"1212",107000,14,3,2,0,39,0
"1213",118000,15,3,2,0,39,0
"1214",181000,18,3,2,0,43,1
"1215",127000,16,3,2,0,43,0
"1216",122000,15,3,2,0,42,0
"1217",121500,18,3,2,0,44,0
"1218",97000,14,3,1,0,43,0
"1219",79500,10,3,1,0,45,0
"1220",80000,10,3,1,0,45,0
"1221",75000,12,3,1,0,45,0
"1222",89100,11,3,1,0,43,0
"1223",72900,13,3,1,0,43,0
"1224",83500,11,3,1,0,41,0
"1225",89550,13,4,2,0,42,0
"1226",83500,11,3,1,0,42,0
"1227",78500,11,3,1,0,44,0
"1228",88000,11,3,1,0,45,0
"1229",74000,11,3,1,0,44,0
"1230",84500,11,3,1,0,44,0
"1231",72900,11,3,1,0,44,0
"1232",102000,12,3,2,0,46,0
"1233",49950,10,3,1,0,47,0
"1234",82500,11,3,1,0,46,0
"1235",67000,9,2,1,0,46,0
"1236",82000,12,3,1,0,47,0
"1237",131000,15,3,2,0,36,0
"1238",145000,18,4,2,0,34,0
"1239",191000,22,5,3,0,39,0
"1240",142000,21,3,2.5,0,41,1
"1241",132000,17,3,2,0,38,0
"1242",146250,16,3,2,0,31,0
"1243",128000,20,4,2,0,46,0
"1244",95000,13,3,1,0,45,0
"1245",75050,12,3,1,0,45,0
"1246",81500,15,3,1,0,45,0
"1247",57900,10,3,1,0,46,0
"1248",86000,15,4,2,0,48,0
"1249",87000,11,3,1,0,44,0
"1250",86000,20,3,2,0,44,0
"1251",107500,20,4,2,0,27,0
"1252",95000,18,3,2,0,45,0
"1253",70000,12,3,1,0,46,0
"1254",79950,11,2,1,0,47,0
"1255",53950,9,2,1,0,46,0
"1256",82500,9,2,1,0,48,0
"1257",99000,18,3,2,0,46,0
"1258",84000,9,2,1,0,47,0
"1259",105000,12,2,1,0,47,0
"1260",96950,11,2,1,0,46,0
"1261",137000,20,3,1.5,0,45,0
"1262",160000,18,3,2,0,46,0
"1263",200000,24,3,2,0,39,0
"1264",138000,16,3,2,0,43,0
"1265",115000,14,3,1.5,0,48,0
"1266",136000,18,3,2,0,45,0
"1267",136000,15,3,2,0,47,0
"1268",104950,14,3,1,0,47,0
"1269",130925,19,3,2,0,38,0
"1270",234000,33,4,2.5,0,17,1
"1271",119950,20,4,2.5,0,20,0
"1272",121950,19,3,2,0,15,0
"1273",134000,22,5,3,0,21,0
"1274",117000,16,3,2,0,21,1
"1275",107500,16,3,2,0,22,0
"1276",103000,16,3,2,0,13,0
"1277",77000,18,3,2,0,21,0
"1278",105000,18,3,2,0,22,1
"1279",172500,30,5,3.5,0,21,0
"1280",173500,19,3,2,0,20,0
"1281",169500,22,5,3,0,19,0
"1282",166000,18,3,2,0,21,0
"1283",245000,23,5,2.5,0,21,0
"1284",375000,40,4,2.5,0,17,1
"1285",133500,13,3,2,0,21,0
"1286",142000,16,3,2,0,20,0
"1287",179950,22,4,2.5,0,21,0
"1288",137500,17,3,2,0,22,0
"1289",183000,24,5,3,0,24,0
"1290",144000,14,3,2,0,21,0
"1291",205000,26,5,2.5,0,19,0
"1292",337000,30,4,2.5,0,17,1
"1293",161000,21,4,2.5,0,22,0
"1294",144000,16,3,2,0,19,0
"1295",297500,36,4,2.5,0,17,0
"1296",305000,29,4,2.5,0,19,0
"1297",253000,24,3,2,0,16,0
"1298",385000,40,4,3.5,0,16,0
"1299",185000,16,3,2,0,19,0
"1300",119000,14,3,2,0,19,0
"1301",118000,15,3,2,0,19,0
"1302",159500,19,4,2.5,0,17,0
"1303",260000,30,6,3.5,0,18,0
"1304",168500,15,2,2,0,18,0
"1305",157900,19,4,3,0,19,0
"1306",121500,14,3,2,0,17,0
"1307",130000,14,3,2,0,18,0
"1308",395000,49,5,6.5,0,7,0
"1309",259500,23,4,2.5,0,29,0
"1310",220000,23,4,2.5,0,28,0
"1311",173000,21,4,3,0,29,0
"1312",149500,19,3,2.5,0,17,0
"1313",208500,21,3,2,0,22,0
"1314",298000,35,4,3.5,0,17,0
"1315",153000,18,3,2,0,22,0
"1316",131000,16,3,2,0,23,0
"1317",189000,17,3,2,0,26,0
"1318",126000,21,3,2,0,28,0
"1319",195000,20,4,2,0,28,0
"1320",195000,26,2,3,0,20,0
"1321",138250,20,3,2,0,25,0
"1322",177500,18,2,3,0,26,0
"1323",315000,34,3,3,0,16,0
"1324",362500,31,4,3.5,0,17,0
"1325",282000,21,3,2,0,22,0
"1326",285000,30,5,3,0,24,0
"1327",232800,21,3,2,0,24,0
"1328",169900,23,3,2.5,0,24,0
"1329",350000,30,4,3,0,25,0
"1330",275000,23,4,2.5,0,22,0
"1331",143500,17,3,2,0,24,0
"1332",143000,23,5,3,0,23,0
"1333",86950,13,3,2,0,22,0
"1334",94000,13,3,2,0,23,0
"1335",93000,13,3,2,0,22,0
"1336",140000,20,5,3,0,22,0
"1337",99910,13,3,2,0,19,0
"1338",129000,17,4,2,0,23,0
"1339",107500,16,3,2,0,23,0
"1340",161000,20,4,2,0,22,0
"1341",170000,19,4,2,0,24,0
"1342",137000,16,3,2,0,25,0
"1343",130000,17,3,2,0,23,1
"1344",80000,14,3,2,0,25,0
"1345",82500,14,4,2,0,26,0
"1346",104000,18,4,2.5,0,21,0
"1347",105500,14,3,2,0,21,0
"1348",104000,13,3,2,0,22,0
"1349",63900,10,2,1,0,23,0
"1350",57500,9,2,1,0,27,0
"1351",68500,13,3,1.5,0,25,0
"1352",56000,9,2,1,0,25,0
"1353",178000,23,3,3,0,26,0
"1354",230000,24,4,2.5,0,25,0
"1355",134000,18,3,2,0,25,0
"1356",131500,17,3,2,0,27,0
"1357",132900,14,3,2,0,27,0
"1358",145000,19,3,2,0,30,0
"1359",119000,15,3,2,0,29,0
"1360",126500,15,3,2,0,32,0
"1361",149000,18,4,2,0,26,1
"1362",126000,16,3,6.5,0,25,0
"1363",171000,20,3,2,0,19,1
"1364",98950,11,3,2,0,13,0
"1365",100000,12,3,2,0,12,0
"1366",160000,22,4,2.5,0,10,0
"1367",124900,15,3,2,0,14,0
"1368",118000,13,3,2,0,14,0
"1369",115000,12,3,2,0,13,0
"1370",123900,15,3,2,0,13,0
"1371",109000,12,3,2,0,13,0
"1372",92500,12,3,2,0,11,0
"1373",105000,12,3,2,0,12,0
"1374",107000,12,3,2,0,13,0
"1375",96000,12,3,2,0,13,0
"1376",82500,10,2,2,0,12,0
"1377",100500,12,3,2,0,11,0
"1378",115000,12,3,2,0,13,0
"1379",185000,14,3,2,1,32,0
"1380",137500,19,3,2,1,41,0
"1381",200000,19,3,2.5,1,1,0
"1382",109000,10,2,1,1,50,0
"1383",133000,17,3,2,0,37,0
"1384",87000,10,3,1,0,39,0
"1385",87500,10,3,1,0,37,0
"1386",94500,11,3,2,0,37,0
"1387",90000,11,3,1.5,0,36,0
"1388",84500,11,3,2,0,36,0
"1389",95000,14,3,2,0,21,0
"1390",105000,12,3,2,0,23,0
"1391",108000,14,3,2,0,33,0
"1392",109950,19,3,3,0,32,0
"1393",105000,17,4,2,0,33,0
"1394",87000,13,3,2,0,30,0
"1395",73500,11,3,2,0,29,0
"1396",85000,14,3,2,0,31,1
"1397",123950,20,4,3,0,32,0
"1398",95000,14,3,2,0,31,0
"1399",74900,10,3,1,0,35,0
"1400",74900,9,2,1,0,33,0
"1401",107000,16,2,2,0,37,0
"1402",97500,15,3,2,0,38,0
"1403",105000,14,3,2,0,38,0
"1404",100000,14,4,2,0,35,0
"1405",85000,15,2,1.5,0,36,0
"1406",98000,16,3,2,0,34,0
"1407",94500,14,3,2,0,38,0
"1408",84000,14,3,2,0,38,0
"1409",94950,13,3,2,0,36,0
"1410",125000,15,3,2,0,37,0
"1411",114025,15,3,2,0,39,0
"1412",89950,15,3,2,0,39,0
"1413",66000,15,3,2,0,40,0
"1414",96000,12,3,1.5,0,40,0
"1415",69900,16,3,2,0,38,0
"1416",94950,13,3,1.5,0,37,0
"1417",134000,30,4,3,0,42,0
"1418",156500,18,3,2,0,37,0
"1419",83000,15,3,2.5,0,18,0
"1420",107000,15,3,2,0,41,0
"1421",78000,10,3,1,0,40,0
"1422",96400,11,3,2,0,40,0
"1423",100000,11,3,2,0,39,0
"1424",117000,24,3,2.5,0,40,0
"1425",85000,12,3,2,0,38,0
"1426",83600,13,3,2,0,35,0
"1427",90000,12,3,2,0,37,0
"1428",92750,13,3,1,0,38,0
"1429",100000,17,4,2,0,37,0
"1430",74000,13,3,2,0,36,0
"1431",91000,13,3,2,0,35,0
"1432",92000,13,3,2,0,34,0
"1433",84000,12,3,2,0,34,0
"1434",74500,10,3,1,0,35,0
"1435",69000,9,3,1,0,40,0
"1436",95000,14,3,2,0,41,0
"1437",78000,10,3,1,0,41,0
"1438",90600,14,3,2,0,41,0
"1439",116000,11,3,1,1,48,0
"1440",178000,20,3,2.5,1,25,0
"1441",97000,12,3,2,0,26,0
"1442",115000,11,2,1,1,31,0
"1443",99500,10,2,1,0,57,0
"1444",96000,12,3,1,0,50,0
"1445",275500,28,3,3,1,4,0
"1446",160000,15,3,2,1,24,0
"1447",92000,11,3,2,0,13,0
"1448",86950,13,3,2,0,11,0
"1449",95000,11,3,2,0,13,0
"1450",79915,14,3,2,0,9,0
"1451",101000,16,3,2,0,32,0
"1452",97000,15,3,2,0,34,0
"1453",91000,18,3,2,0,33,0
"1454",82000,16,2,2,1,22,0
"1455",85000,18,3,2,0,20,0
"1456",83000,14,3,2,0,20,0
"1457",107500,16,4,2,0,20,0
"1458",125000,19,4,3,0,18,0
"1459",84900,17,4,2,0,17,0
"1460",91500,14,3,2,0,17,0
"1461",91500,19,3,2.5,0,20,0
"1462",89500,17,3,2,0,19,0
"1463",72900,12,3,2,0,35,0
"1464",81000,12,3,2,0,35,0
"1465",60000,11,3,2,0,15,0
"1466",69950,11,3,1.5,0,33,0
"1467",86500,11,3,2,0,9,0
"1468",95000,15,3,2,0,41,0
"1469",135000,15,2,1,0,47,0
"1470",165000,22,3,2.5,0,44,0
"1471",129000,14,3,2,0,48,0
"1472",120000,16,2,2,0,46,0
"1473",130000,16,3,2,0,35,0
"1474",120000,16,3,2,0,44,0
"1475",191000,25,4,3,0,44,0
"1476",230000,28,4,3,0,37,0
"1477",70000,10,3,1,0,51,1
"1478",110000,18,3,2,0,42,0
"1479",76500,10,3,1,0,50,0
"1480",80000,21,3,3,0,44,0
"1481",87000,16,4,2,0,20,0
"1482",158000,25,3,3,0,21,0
"1483",115000,21,4,2,0,19,0
"1484",129950,18,4,2,0,18,0
"1485",142650,21,4,2.5,0,20,0
"1486",113000,15,3,2,0,19,0
"1487",110000,18,3,3,0,20,0
"1488",123000,20,3,2.5,0,16,0
"1489",128600,20,3,2.5,0,17,0
"1490",179950,19,3,2.5,0,19,0
"1491",117500,14,3,2,0,18,0
"1492",110000,14,3,2,0,15,0
